PC1,PC2,Primary_Genre
1.6395962767797105,-2.429974859585583,Action
2.7347052196107717,-1.427658536305368,Action
1.7396050932961538,-1.6223400781108763,Drama
3.824361549699309,-0.6100428765320055,Action
-1.1273399089906908,-3.1029624207661173,Adventure
2.955856853895592,-1.0061201363374275,Other
-0.451152487039447,-1.8587640627655657,Action
0.2173142510137216,-4.309066871797106,Action
-0.2824189997153999,-1.4375583220724257,Other
-0.029979584509241,-2.242598935446217,Action
1.2773628959436778,-0.0821380394605491,Other
1.1953224241163936,-0.7633759513158297,Drama
1.4322528049507173,-0.7042259470492176,Comedy
1.4005915984367496,0.15194224475251292,Adventure
-1.7527518580977046,-1.8214543211269714,Comedy
0.6313461861783041,0.05745675990349403,Comedy
0.6433661947774902,0.7550041440632212,Action
1.5925981026251654,-0.23861728044275798,Action
0.8526885373390555,0.19596037168872985,Action
1.1824350796411602,0.31367180961719704,Comedy
-0.5882207393004277,-1.9570277777077048,Drama
2.0253403505268412,-0.3723084747171344,Adventure
0.684344347119889,-0.5797107554201484,Drama
1.296882612762542,0.16452784118961544,Action
-3.0120985747899796,-2.94744774149748,Comedy
-0.34167992790431223,0.294363019464593,Adventure
0.8183178203151159,0.2391689301186876,Action
0.5342240758198507,0.006857403379724276,Other
1.3312720912168263,-0.28266165464932663,Other
-0.23265642385495006,0.9083459222855981,Comedy
-2.7920137502314524,-1.8697741774971393,Adventure
-2.62091074345909,-1.337468763491664,Comedy
-0.7726116073718403,1.1184599761967877,Action
-1.2528495361039627,1.3007779061123765,Comedy
0.0008494652415833019,1.7366838662522532,Drama
-0.7405147383426112,0.7009154059347934,Action
-0.9940553023569378,0.14784392054640186,Drama
-2.7036435939915338,-1.0506168579531323,Comedy
-0.9127261542146597,0.989072582678213,Action
0.5901169754301145,1.7370709077200157,Action
-3.6679164406166245,-0.05682012772114085,Other
-0.6150839032364218,2.201380611917207,Comedy
-2.3808741132621596,1.1587716740478655,Adventure
-1.121207969752613,1.6137848747483243,Other
-0.9920993388067945,2.3206928599892023,Other
-1.2135237699633024,1.0598790474036885,Comedy
0.06370654191717841,2.1873687710149636,Action
-2.2838674216536323,1.7110440643273772,Comedy
-4.094248220629203,1.157943933498555,Comedy
-2.542649501629732,0.8050896363481591,Adventure
-1.2721951838145538,1.5261186834459044,Action
-0.8077024382326041,1.468838686685818,Drama
-1.239377319794227,1.8307513822915082,Comedy
-1.1314592393230787,1.9330135176436787,Other
-2.4005078085822396,1.4902614840611965,Adventure
-0.39776976125185093,1.8822511962327617,Drama
-2.5010126939366124,0.9154032982918119,Comedy
-0.5333777348597878,1.0420042868127573,Comedy
-3.8113747606391235,-0.2007052871713698,Adventure
-1.330186919347262,2.0672716880017723,Comedy
-1.4766282627628984,0.9198180725608989,Action
-1.7931047518812562,1.7830172226079977,Drama
-2.806196237262694,1.3686397685098213,Adventure
-2.3251512950302704,0.9189086287455371,Comedy
-3.085345672950189,-0.5237802574166136,Action
-1.298335684888766,1.814699836686916,Action
-2.6099898218153386,-0.01757361588326692,Adventure
-1.6596977734233824,1.0499251477944045,Action
-1.4285292310832163,1.112219128638251,Action
