MDS1,MDS2,Attribute
0.261257099219997,0.1572291010826258,Anime_Score
0.3191626500225454,0.16397452198715032,Anime_Rank
0.1092291686153781,-0.4496623440263089,Anime_Popularity
-0.2676102772077158,-0.18075868195929523,Anime_Members
-0.08825499008818732,0.2626568509187208,Manga_Score
-0.05860492786846962,0.3637130983666727,Manga_Rank
0.1963716833030641,-0.26641288677598574,Manga_Popularity
-0.4715504059966119,-0.05073965959357984,Manga_Members
