PC1,PC2,Title,Anime_Score,Anime_Rank,Anime_Popularity,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Genre_1,Genre_2,Genre_3
1.4337109422287775,-0.2808147245646294,Baka to Test to Shoukanjuu,7.54,1543.0,287,639468,7.9,982.0,2281.0,8525.0,Comedy,Romance,
-0.2951472568191938,-1.3897335685278907,Hime-chan no Ribbon,7.49,1699.0,5996,10310,7.91,947.0,10067.0,1671.0,Comedy,Fantasy,Romance
2.403230200693503,0.7352359944487853,Hellsing,7.49,1694.0,247,732746,8.29,309.0,145.0,93614.0,Action,Horror,Supernatural
0.6179754067978493,-0.978387934409578,Hanbun no Tsuki ga Noboru Sora,7.49,1693.0,1791,101631,8.02,705.0,7411.0,2464.0,Comedy,Drama,Romance
1.463500594670661,-0.043323910566175544,Special A,7.52,1598.0,549,369110,7.91,943.0,397.0,41425.0,Comedy,Romance,
1.2821492713309104,-0.17702970014687258,Angel Densetsu,7.47,1748.0,3295,40983,8.29,313.0,288.0,55228.0,Action,Comedy,
3.2726515923750834,2.4088849186958163,Akame ga Kill!,7.47,1747.0,28,2106053,7.83,1174.0,46.0,175546.0,Action,Fantasy,
2.0535609413268143,1.083891392424381,Ajin,7.42,1950.0,334,592814,7.98,774.0,86.0,130280.0,Action,Horror,Mystery
0.9759337004916818,-0.3961152345538194,Rozen Maiden,7.42,1939.0,1007,206874,7.98,789.0,2217.0,8762.0,Action,Comedy,Drama
0.21408071068114634,-0.6132627995051877,Mitsuboshi Colors,7.42,1935.0,1861,102232,7.63,2062.0,3742.0,5313.0,Comedy,Slice of Life,
1.3990874044922896,0.03234194713554518,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.37,2149.0,279,810899,8.03,691.0,3464.0,5748.0,Action,Fantasy,
-2.011611747089921,-1.2356824271792188,Oruchuban Ebichu,7.38,2100.0,2722,53702,7.03,8222.0,15449.0,905.0,Comedy,Ecchi,
-1.1851271302226138,-1.108218776332611,Lodoss-tou Senki,7.37,2147.0,2386,78930,7.28,4952.0,13295.0,1132.0,Action,Adventure,Fantasy
0.22985928377840806,-0.7023540444888768,Futatsu no Spica,7.36,2198.0,5611,11105,8.14,509.0,3242.0,6159.0,Drama,Sci-Fi,Supernatural
0.2813956065998278,-0.19005843175352716,Hitorijime My Hero,7.34,2288.0,1297,171425,7.57,2387.0,1530.0,12601.0,Boys Love,Drama,Romance
-1.989387317434445,-1.781773538237458,Ganbare Genki,7.34,2285.0,9458,3295,7.55,2523.0,18825.0,655.0,Action,Comedy,Sports
-1.608139750066542,-0.5947411115933039,Mushibugyou,7.32,2345.0,1960,91797,7.01,8635.0,7702.0,2347.0,Action,Fantasy,Ecchi
-0.6051831615974227,-0.232875960861688,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",7.31,2397.0,1395,311893,7.22,5624.0,4291.0,4546.0,Action,Fantasy,
-0.5998397515531717,-0.8068372028239403,GJ-bu,7.31,2400.0,1185,175993,7.44,3353.0,11729.0,1348.0,Comedy,Slice of Life,
0.5206893943168137,-0.372029045031033,Senyuu.,7.3,2450.0,1607,117042,7.95,856.0,3722.0,5336.0,Action,Comedy,Fantasy
-1.8691383132385497,-1.2782805638786285,Ginban Kaleidoscope,7.31,2398.0,2735,50366,7.17,6288.0,17865.0,713.0,Drama,Romance,Sports
-0.5041279575742258,-0.49794774253797414,Tales of the Abyss,7.29,2549.0,1522,123680,7.41,3609.0,6762.0,2750.0,Adventure,Drama,Fantasy
-0.6374603045857348,-0.5019983211723494,Cuticle Tantei Inaba,7.27,2600.0,1789,107013,7.39,3847.0,6984.0,2644.0,Action,Comedy,Mystery
-0.4837218810285867,-0.10057269405565879,MÄR,7.26,2649.0,2698,53456,7.36,4062.0,1145.0,15806.0,Action,Adventure,Comedy
0.884543270066017,0.10036027644736534,Mayo Chiki!,7.26,2647.0,398,497862,7.89,1023.0,2648.0,7496.0,Comedy,Romance,Ecchi
0.8871277691664615,0.09082652527672817,Maoyuu Maou Yuusha,7.26,2645.0,421,490526,7.9,991.0,2683.0,7399.0,Adventure,Fantasy,Romance
1.676744742134522,1.2974079027628402,Yamada-kun to 7-nin no Majo,7.27,2643.0,2513,795999,8.05,662.0,104.0,116588.0,Comedy,Supernatural,
0.3075356583463284,-0.41953785424800544,Koutetsujou no Kabaneri,7.26,2700.0,211,819508,7.79,1313.0,14691.0,978.0,Action,Drama,Fantasy
-0.5133029303443492,-0.5748029787295009,Kinnikuman,7.26,2699.0,5448,13449,7.71,1643.0,4608.0,4220.0,Adventure,Comedy,Sports
0.1715922654250308,0.15291773080213078,"Tokyo Ghoul: ""Jack""",7.32,2363.0,862,255939,7.39,3766.0,559.0,30387.0,Action,Fantasy,Horror
1.084725504982052,0.3740263964738842,Bokura ga Ita,7.27,2597.0,897,232702,7.98,783.0,327.0,48388.0,Drama,Romance,Slice of Life
-0.4316474775307813,0.6348270232052002,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.23,2798.0,152,947854,7.05,8006.0,1929.0,9905.0,Horror,Mystery,
-1.9110288498610641,-0.9410419541991856,Souten Kouro,7.27,2638.0,4438,19213,7.16,6484.0,12128.0,1290.0,Action,Adventure,
-1.1196920248831055,-1.0950881610672032,Patalliro!,7.22,2845.0,6439,9120,7.77,1391.0,13429.0,1115.0,Adventure,Boys Love,Comedy
1.8116462972957366,1.38070519595419,Kakegurui,7.26,2696.0,81,1499612,7.74,1500.0,267.0,58554.0,Drama,Mystery,
-1.3647867051919838,-0.16694762465023483,Quanzhi Fashi,7.22,2848.0,1609,140484,7.06,7811.0,4803.0,4022.0,Action,Fantasy,
0.5170725793397356,0.44323176541588255,Yu☆Gi☆Oh!,7.21,2950.0,901,248497,7.66,1863.0,423.0,38931.0,Action,Comedy,Fantasy
-1.7582253366333362,-0.5870322174313035,Planet With,7.18,3050.0,2534,57831,7.14,6732.0,11133.0,1449.0,Action,Sci-Fi,
