Date,Comedy,Action,Drama,Romance,Fantasy,Adventure,Slice of Life,Supernatural,Sci-Fi,Mystery,Ecchi,Horror,Sports,Girls Love,Suspense,Boys Love,Gourmet,Avant Garde
2014-09,2,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2014-10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-11,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
2014-12,2,4,2,0,5,1,2,1,1,0,2,0,0,1,0,0,0,0
2015-01,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2015-02,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0
2015-03,4,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015-04,2,1,2,4,1,1,1,2,0,1,0,0,0,1,0,0,1,0
2015-05,4,0,1,1,2,1,2,1,0,1,0,1,0,1,0,0,0,0
2015-06,6,5,4,2,3,3,3,1,0,0,0,0,0,1,0,1,0,0
2015-07,5,3,1,4,2,2,1,1,1,0,0,0,1,0,0,0,0,0
2015-08,2,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0
2015-09,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2015-10,1,4,1,2,0,2,0,2,1,1,1,1,1,0,1,0,0,0
2015-11,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-12,1,1,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0
2016-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-02,3,3,1,4,3,1,3,1,0,0,0,0,0,0,0,1,0,0
2016-03,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-04,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-05,2,1,2,2,3,1,0,2,1,1,0,0,0,0,1,0,0,0
2016-06,1,2,1,4,4,1,0,0,3,0,0,0,0,0,0,0,0,0
2016-07,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08,1,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0
2016-09,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-10,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-11,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2016-12,3,2,1,1,1,2,1,1,0,2,0,0,0,0,0,0,1,0
2017-01,3,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0
2017-02,3,1,1,1,2,1,2,0,1,0,0,0,1,1,0,0,0,0
2017-03,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2017-04,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-05,3,1,2,1,2,0,3,0,0,2,0,0,0,0,0,0,0,0
2017-06,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2017-07,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2017-08,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2017-09,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
2017-10,2,0,2,2,0,0,1,2,0,2,0,0,0,0,1,0,0,0
2017-11,1,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2017-12,3,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
2018-01,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03,3,3,1,2,2,1,1,1,0,2,0,0,0,0,0,0,0,0
2018-04,3,1,1,0,3,0,3,0,2,0,0,0,1,0,0,0,0,0
2018-05,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,5,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0
2018-07,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-09,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2018-10,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2018-11,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2018-12,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-01,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2019-02,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2019-03,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-06,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-07,1,1,3,2,3,2,0,0,2,1,0,0,0,0,0,0,0,0
2019-08,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2019-09,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2019-10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11,2,1,2,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0
2019-12,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-01,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-03,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-05,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-06,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2020-08,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
2020-11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2021-04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2021-12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
