Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Cluster
Yowamushi Pedal: Grande Road,Other,464.0,1459,8.08,24,23 min. per ep.,TV ,Oct 2014 , Mar 2015,141367,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kuroko no Basket,Other,475.0,109,8.08,25,24 min. per ep.,TV ,Apr 2012 , Sep 2012,1215219,8.11,559.0,198.0,75047.0,276,"Dec  8, 2008 to Sep  1, 2014",['Shounen'],Shounen Jump (Weekly),"Fujimaki, Tadatoshi (Story & Art)",True,0
Mairimashita! Iruma-kun 2nd Season,Comedy,462.0,892,8.08,21,24 min. per ep.,TV ,Apr 2021 , Sep 2021,324400,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Durarara!!x2 Ketsu,Action,480.0,538,8.07,12,24 min. per ep.,TV ,Jan 2016 , Mar 2016,381771,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Stand By Me Doraemon,Comedy,463.0,2789,8.08,1,1 hr. 34 min.,Movie ,Aug 2014 , Aug 2014,56104,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
World Trigger 2nd Season,Action,461.0,1536,8.09,12,23 min. per ep.,TV ,Jan 2021 , Apr 2021,153315,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuusha-Ou GaoGaiGar Final,Adventure,465.0,5801,8.08,8,32 min. per ep.,OVA ,Jan 2000 , Mar 2003,10918,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Skip Beat!,Comedy,459.0,791,8.09,25,24 min. per ep.,TV ,Oct 2008 , Mar 2009,271854,8.56,105.0,151.0,90515.0,Unknown,"Feb  15, 2002 to ?",['Shoujo'],Hana to Yume,"Nakamura, Yoshiki (Story & Art)",True,0
Hidamari Sketch: Sae Hiro Sotsugyou-hen,Comedy,470.0,5087,8.08,2,23 min. per ep.,OVA ,Nov 2013 , Nov 2013,14582,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tsuki ga Kirei,Other,460.0,378,8.09,12,24 min. per ep.,TV ,Apr 2017 , Jun 2017,548631,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Mirai Shounen Conan,Adventure,456.0,2843,8.09,26,29 min. per ep.,TV ,Apr 1978 , Oct 1978,51723,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Action,458.0,2207,8.09,13,24 min. per ep.,OVA ,Feb 2011 , Jul 2011,76378,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hajime no Ippo: Boxer no Kobushi,Other,454.0,2752,8.09,1,23 min.,Special ,Mar 2003 , Mar 2003,56929,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Akatsuki no Yona OVA,Action,451.0,1505,8.09,3,23 min. per ep.,OVA ,Sep 2015 , Dec 2016,136401,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahoutsukai no Yome,Fantasy,486.0,177,8.07,24,24 min. per ep.,TV ,Oct 2017 , Mar 2018,938461,8.34,259.0,152.0,90474.0,Unknown,"Nov  30, 2013 to ?",['Shounen'],Comic Garden,"Yamazaki, Kore (Story & Art)",True,0
Zankyou no Terror,Mystery,439.0,112,8.1,11,22 min. per ep.,TV ,Jul 2014 , Sep 2014,1178909,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Uchouten Kazoku 2,Comedy,438.0,2426,8.11,12,23 min. per ep.,TV ,Apr 2017 , Jun 2017,65307,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Darker than Black: Kuro no Keiyakusha,Action,467.0,149,8.08,25,24 min. per ep.,TV ,Apr 2007 , Sep 2007,952117,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Tsubasa: Shunraiki,Action,436.0,2414,8.11,2,29 min. per ep.,OVA ,Mar 2009 , May 2009,62824,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ansatsu Kyoushitsu,Action,440.0,35,8.1,22,23 min. per ep.,TV ,Jan 2015 , Jun 2015,2036064,8.26,345.0,69.0,153667.0,187,"Jul  2, 2012 to Apr  25, 2016",['Shounen'],Shounen Jump (Weekly),"Matsui, Yuusei (Story & Art)",True,3
Karakai Jouzu no Takagi-san 2,Other,455.0,698,8.09,12,23 min. per ep.,TV ,Jul 2019 , Sep 2019,335774,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Tamayura: Sotsugyou Shashin Part 4 - Ashita,Comedy,434.0,5573,8.11,1,57 min.,Movie ,Apr 2016 , Apr 2016,11861,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,Comedy,431.0,1047,8.11,6,22 min. per ep.,ONA ,Dec 2019 , Dec 2019,224863,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Shokugeki no Souma: Ni no Sara,Other,433.0,113,8.11,13,24 min. per ep.,TV ,Jul 2016 , Sep 2016,1143860,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
No Game No Life,Comedy,429.0,15,8.11,12,23 min. per ep.,TV ,Apr 2014 , Jun 2014,2410956,8.45,177.0,262.0,59231.0,Unknown,"Apr  25, 2012 to ?",[],,"Kamiya, Yuu (Story & Art)",True,3
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Action,426.0,3425,8.11,1,12 min.,Special ,Nov 2015 , Nov 2015,34835,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tsukimonogatari,Comedy,437.0,483,8.11,4,26 min. per ep.,TV Special ,Dec 2014 , Dec 2014,420658,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Boku no Hero Academia 3rd Season,Other,452.0,25,8.09,25,23 min. per ep.,TV ,Apr 2018 , Sep 2018,2204237,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Gin no Saji,Comedy,453.0,737,8.09,11,23 min. per ep.,TV ,Jul 2013 , Sep 2013,296160,8.33,274.0,405.0,40649.0,131,"Apr  6, 2011 to Nov  27, 2019",['Shounen'],Shounen Sunday,"Arakawa, Hiromu (Story & Art)",True,0
Quanzhi Gaoshou: Dianfeng Rongyao,Other,430.0,2923,8.11,1,1 hr. 37 min.,Movie ,Aug 2019 , Aug 2019,51268,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Baccano! Specials,Action,422.0,1150,8.11,3,29 min. per ep.,Special ,Feb 2008 , May 2008,180036,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Action,425.0,3128,8.11,1,24 min.,Special ,Apr 2015 , Apr 2015,41722,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Toradora!,Drama,435.0,18,8.11,25,24 min. per ep.,TV ,Oct 2008 , Mar 2009,2219493,8.24,370.0,646.0,26776.0,62,"Mar  10, 2006 to Mar  10, 2009",[],,"Takemiya, Yuyuko (Story), Yasu (Art)",True,0
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Action,417.0,4218,8.12,4,25 min. per ep.,Movie ,Oct 2019 , Oct 2019,26038,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Fullmetal Alchemist,Action,416.0,70,8.12,51,24 min. per ep.,TV ,Oct 2003 , Oct 2004,1479242,9.03,8.0,20.0,289528.0,116,"Jul  12, 2001 to Sep  11, 2010",['Shounen'],Shounen Gangan,"Arakawa, Hiromu (Story & Art)",True,3
Kono Subarashii Sekai ni Shukufuku wo!,Adventure,418.0,37,8.12,10,23 min. per ep.,TV ,Jan 2016 , Mar 2016,1982429,8.62,81.0,303.0,52016.0,127,"Oct  1, 2013 to May  1, 2020",[],,"Mishima, Kurone (Art), Akatsuki, Natsume (Story)",True,3
Detroit Metal City,Other,414.0,991,8.12,12,13 min. per ep.,OVA ,Aug 2008 , Oct 2008,213962,8.03,696.0,1267.0,14742.0,114,"Apr  22, 2005 to Apr  23, 2010",['Seinen'],Young Animal,"Wakasugi, Kiminori (Story & Art)",True,0
Durarara!!,Action,415.0,78,8.12,24,24 min. per ep.,TV ,Jan 2010 , Jun 2010,1414692,8.33,273.0,650.0,26640.0,89,"Apr  10, 2004 to Jan  10, 2014",[],,"Narita, Ryohgo (Story), Yasuda, Suzuhito (Art)",True,0
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Comedy,411.0,851,8.12,1,1 hr. 33 min.,Movie ,Jan 2018 , Jan 2018,274836,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Black Clover,Action,410.0,73,8.12,170,23 min. per ep.,TV ,Oct 2017 , Mar 2021,1687488,7.86,1075.0,33.0,213243.0,Unknown,"Feb  16, 2015 to ?",['Shounen'],Shounen Jump (Weekly),"Tabata, Yuuki (Story & Art)",True,3
Sakura-sou no Pet na Kanojo,Drama,432.0,93,8.11,24,23 min. per ep.,TV ,Oct 2012 , Mar 2013,1254121,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Mystery,419.0,1822,8.12,1,1 hr. 48 min.,TV Special ,Sep 2006 , Sep 2006,101333,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Princess Tutu,Comedy,409.0,1269,8.12,38,16 min. per ep.,TV ,Aug 2002 , May 2003,171178,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Kuragehime,Comedy,420.0,919,8.12,11,22 min. per ep.,TV ,Oct 2010 , Dec 2010,241619,8.25,355.0,404.0,40746.0,93,"Oct  25, 2008 to Aug  25, 2017",['Josei'],Kiss,"Higashimura, Akiko (Story & Art)",True,0
Tonikaku Kawaii: SNS,Comedy,406.0,1690,8.13,1,23 min.,OVA ,Aug 2021 , Aug 2021,157940,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Drama,402.0,3637,8.13,1,51 min.,Movie ,Jan 2021 , Jan 2021,36486,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
5-toubun no Hanayome ∬,Comedy,396.0,318,8.13,12,24 min. per ep.,TV ,Jan 2021 , Mar 2021,723213,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,Comedy,403.0,5472,8.13,1,22 min.,OVA ,Mar 2022 , Mar 2022,22064,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Adventure,401.0,2257,8.13,1,1 hr. 5 min.,Movie ,Dec 2003 , Dec 2003,74768,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tensei shitara Slime Datta Ken,Action,405.0,89,8.13,24,23 min. per ep.,TV ,Oct 2018 , Mar 2019,1463626,8.5,141.0,441.0,37902.0,Unknown,"May  30, 2014 to ?",[],,"Mitz Vah (Art), Fuse (Story)",True,0
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,Action,404.0,2359,8.13,1,1 hr. 46 min.,TV Special ,Aug 2012 , Aug 2012,70956,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Made in Abyss Movie 1: Tabidachi no Yoake,Adventure,394.0,1860,8.14,1,1 hr. 59 min.,Movie ,Jan 2019 , Jan 2019,131930,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahoutsukai no Yome: Hoshi Matsu Hito,Fantasy,421.0,779,8.12,3,23 min. per ep.,OVA ,Sep 2016 , Sep 2017,284814,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",Comedy,392.0,2522,8.14,1,12 min.,OVA ,Dec 2016 , Dec 2016,66484,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
One Piece Film: Strong World,Action,408.0,917,8.12,1,1 hr. 55 min.,Movie ,Dec 2009 , Dec 2009,257572,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Initial D Second Stage,Action,391.0,1080,8.14,13,23 min. per ep.,TV ,Oct 1999 , Jan 2000,223554,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Eizouken ni wa Te wo Dasu na!,Adventure,389.0,668,8.14,12,25 min. per ep.,TV ,Jan 2020 , Mar 2020,339344,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Toki wo Kakeru Shoujo,Drama,386.0,214,8.14,1,1 hr. 39 min.,Movie ,Jul 2006 , Jul 2006,796663,7.09,7347.0,5842.0,3235.0,8,"May  15, 2003 to May  17, 2004",['Seinen'],Ace Tokunou,"Tsutsui, Yasutaka (Story), Tsugano, Gaku (Art)",True,2
Mo Dao Zu Shi Q,Comedy,385.0,4333,8.14,30,5 min. per ep.,ONA ,Jul 2020 , Jan 2021,24768,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuukoku no Moriarty,Mystery,388.0,598,8.14,11,23 min. per ep.,TV ,Oct 2020 , Dec 2020,435087,8.46,168.0,494.0,34127.0,Unknown,"Aug  4, 2016 to ?",['Shounen'],Jump SQ.,"Takeuchi, Ryousuke (Story), Miyoshi, Hikaru (Art)",True,0
Seirei no Moribito,Action,384.0,972,8.15,26,25 min. per ep.,TV ,Apr 2007 , Sep 2007,220267,7.21,5817.0,8398.0,2108.0,16,"Mar  12, 2007 to Jul  11, 2008",['Shounen'],Shounen Gangan,"Fujiwara, Kamui (Story & Art), Uehashi, Nahoko (Story)",True,2
Lupin III: Part 5,Action,381.0,3057,8.15,24,22 min. per ep.,TV ,Apr 2018 , Sep 2018,44881,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Lupin III: Cagliostro no Shiro,Action,380.0,1706,8.15,1,1 hr. 39 min.,Movie ,Dec 1979 , Dec 1979,118227,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Tokyo Revengers,Action,387.0,135,8.14,24,23 min. per ep.,TV ,Apr 2021 , Sep 2021,1267265,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Nodame Cantabile: Paris-hen,Comedy,383.0,1526,8.15,11,23 min. per ep.,TV ,Oct 2008 , Dec 2008,125641,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Kaiba,Adventure,379.0,1380,8.15,12,24 min. per ep.,TV ,Apr 2008 , Jul 2008,154016,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Dragon Ball Z,Action,376.0,100,8.15,291,24 min. per ep.,TV ,Apr 1989 , Jan 1996,1235957,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Gankutsuou,Drama,377.0,864,8.15,24,24 min. per ep.,TV ,Oct 2004 , Mar 2005,252030,6.93,9618.0,7560.0,2401.0,17,"Mar  25, 2005 to Mar  25, 2008",['Seinen'],Afternoon,"Gonzo (Story), Maeda, Mahiro (Story & Art), Dumas, Alexandre (Story), Ariwara, Yura (Story)",True,2
Cardcaptor Sakura,Adventure,374.0,468,8.15,70,25 min. per ep.,TV ,Apr 1998 , Mar 2000,441907,8.37,237.0,246.0,62635.0,50,"May  2, 1996 to Jul  3, 2000",['Shoujo'],Nakayoshi,CLAMP (Story & Art),True,0
Haikyuu!! Movie 4: Concept no Tatakai,Other,371.0,2298,8.16,1,1 hr. 28 min.,Movie ,Sep 2017 , Sep 2017,89020,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Given: Uragawa no Sonzai,Other,370.0,2400,8.16,1,22 min.,OVA ,Dec 2021 , Dec 2021,89491,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Action,395.0,3996,8.14,1,2 hr. 29 min.,Movie ,Jul 2012 , Jul 2012,24512,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Nisemonogatari,Comedy,382.0,230,8.15,11,25 min. per ep.,TV ,Jan 2012 , Mar 2012,735714,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Akira,Action,366.0,212,8.16,1,2 hr. 4 min.,Movie ,Jul 1988 , Jul 1988,861608,8.68,56.0,89.0,129171.0,120,"Dec  6, 1982 to Jun  11, 1990",['Seinen'],Young Magazine (Weekly),"Otomo, Katsuhiro (Story & Art)",True,3
One Piece Film: Z,Action,362.0,843,8.16,1,1 hr. 47 min.,Movie ,Dec 2012 , Dec 2012,287237,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Major: Message,Comedy,360.0,3578,8.17,1,24 min.,OVA ,Dec 2010 , Dec 2010,31099,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Fantasy,359.0,832,8.17,1,1 hr. 30 min.,Movie ,Apr 2015 , Apr 2015,263825,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Boku no Hero Academia 2nd Season,Other,367.0,14,8.16,25,23 min. per ep.,TV ,Apr 2017 , Sep 2017,2540062,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Noragami Aragoto,Action,361.0,76,8.17,13,24 min. per ep.,TV ,Oct 2015 , Dec 2015,1465183,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Action,364.0,1280,8.16,1,1 hr. 52 min.,Movie ,Sep 2008 , Sep 2008,167321,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Black Lagoon: The Second Barrage,Other,352.0,395,8.18,12,24 min. per ep.,TV ,Oct 2006 , Dec 2006,523620,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Initial D Fourth Stage,Action,378.0,1258,8.15,24,27 min. per ep.,TV ,Apr 2004 , Feb 2006,190916,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Ouran Koukou Host Club,Comedy,363.0,117,8.16,26,23 min. per ep.,TV ,Apr 2006 , Sep 2006,1133797,8.5,140.0,92.0,125957.0,87,"Jul  24, 2002 to Sep  24, 2010",['Shoujo'],LaLa,"Hatori, Bisco (Story & Art)",True,3
Aria the Natural,Fantasy,351.0,2132,8.18,26,24 min. per ep.,TV ,Apr 2006 , Sep 2006,80159,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Shoujo Shuumatsu Ryokou,Adventure,346.0,679,8.19,12,23 min. per ep.,TV ,Oct 2017 , Dec 2017,349585,8.71,48.0,231.0,65569.0,47,"Feb  21, 2014 to Jan  12, 2018",[],Kurage Bunch,Tsukumizu (Story & Art),True,0
K-On!!,Other,358.0,269,8.17,26,24 min. per ep.,TV ,Apr 2010 , Sep 2010,701793,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Liz to Aoi Tori,Other,343.0,1576,8.19,1,1 hr. 30 min.,Movie ,Apr 2018 , Apr 2018,143881,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Tanoshii Muumin Ikka,Adventure,347.0,3970,8.19,78,24 min. per ep.,TV ,Apr 1990 , Oct 1991,28225,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kamisama Hajimemashita◎,Comedy,342.0,556,8.19,12,23 min. per ep.,TV ,Jan 2015 , Mar 2015,417493,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Hunter x Hunter: Greed Island,Action,341.0,1344,8.19,8,22 min. per ep.,OVA ,Feb 2003 , Apr 2003,158221,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Dr. Stone: Stone Wars,Adventure,353.0,167,8.18,11,24 min. per ep.,TV ,Jan 2021 , Mar 2021,1053101,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Girls & Panzer Movie,Other,338.0,1809,8.19,1,2 hr.,Movie ,Nov 2015 , Nov 2015,107821,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Death Parade,Drama,354.0,49,8.17,12,23 min. per ep.,TV ,Jan 2015 , Mar 2015,1784812,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Higurashi no Naku Koro ni Kai,Mystery,340.0,410,8.19,24,24 min. per ep.,TV ,Jul 2007 , Dec 2007,482930,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Asobi Asobase,Other,335.0,459,8.19,12,23 min. per ep.,TV ,Jul 2018 , Sep 2018,485553,7.85,1107.0,1782.0,10750.0,134,"Jun  26, 2015 to Nov  11, 2022",['Seinen'],Young Animal,"Suzukawa, Rin (Story & Art)",True,0
Digimon Adventure: Last Evolution Kizuna,Action,356.0,3212,8.17,1,1 hr. 34 min.,Movie ,Feb 2020 , Feb 2020,45287,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Senki Zesshou Symphogear XV,Action,345.0,3260,8.19,13,23 min. per ep.,TV ,Jul 2019 , Sep 2019,40013,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Action,332.0,477,8.2,1,2 hr.,Movie ,Oct 2017 , Oct 2017,459918,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Non Non Biyori Repeat,Comedy,344.0,1055,8.19,12,23 min. per ep.,TV ,Jul 2015 , Sep 2015,202257,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Chihayafuru,Drama,331.0,437,8.2,25,22 min. per ep.,TV ,Oct 2011 , Mar 2012,465415,8.57,100.0,364.0,44808.0,252,"Dec  28, 2007 to Aug  1, 2022",['Josei'],Be-Love,"Suetsugu, Yuki (Story & Art)",True,0
Bakuman.,Comedy,328.0,308,8.2,25,24 min. per ep.,TV ,Oct 2010 , Apr 2011,625188,8.38,225.0,48.0,172128.0,176,"Aug  11, 2008 to Apr  23, 2012",['Shounen'],Shounen Jump (Weekly),"Obata, Takeshi (Art), Ohba, Tsugumi (Story)",True,3
Fate/stay night: Unlimited Blade Works,Action,337.0,126,8.19,12,28 min. per ep.,TV ,Oct 2014 , Dec 2014,1078746,7.51,2848.0,13453.0,1113.0,Unknown,"Dec  25, 2021 to ?",[],Dengeki Daioh,"Moriyama, Daisuke (Art), Type-Moon (Story)",True,2
Berserk: Ougon Jidai-hen III - Kourin,Action,329.0,1002,8.2,1,1 hr. 50 min.,Movie ,Feb 2013 , Feb 2013,228242,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Action,325.0,2547,8.2,1,1 hr. 46 min.,TV Special ,Aug 2013 , Aug 2013,63232,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Maison Ikkoku,Comedy,324.0,2346,8.2,96,25 min. per ep.,TV ,Mar 1986 , Mar 1988,74299,8.16,471.0,1040.0,17333.0,162,"Oct  14, 1980 to Apr  6, 1987",['Seinen'],Big Comic Spirits,"Takahashi, Rumiko (Story & Art)",True,0
Toaru Kagaku no Railgun T,Action,326.0,988,8.2,25,24 min. per ep.,TV ,Jan 2020 , Sep 2020,234361,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
InuYasha: Kanketsu-hen,Action,333.0,777,8.2,26,24 min. per ep.,TV ,Oct 2009 , Mar 2010,286329,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Saiki Kusuo no Ψ-nan: Kanketsu-hen,Comedy,321.0,1066,8.21,1,47 min.,TV Special ,Dec 2018 , Dec 2018,222739,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Vanitas no Karte Part 2,Other,322.0,1108,8.21,12,23 min. per ep.,TV ,Jan 2022 , Apr 2022,284273,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Ballroom e Youkoso,Comedy,336.0,669,8.19,24,24 min. per ep.,TV ,Jul 2017 , Dec 2017,338626,8.36,242.0,422.0,39130.0,Unknown,"Nov  5, 2011 to ?",['Shounen'],Shounen Magazine (Monthly),"Takeuchi, Tomo (Story & Art)",True,0
Major S4,Comedy,318.0,2384,8.21,26,24 min. per ep.,TV ,Jan 2008 , Jun 2008,66109,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Girls & Panzer: Saishuushou Part 3,Other,339.0,4477,8.19,1,47 min.,Movie ,Mar 2021 , Mar 2021,28430,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Major S2,Comedy,317.0,2259,8.21,26,25 min. per ep.,TV ,Dec 2005 , Jun 2006,72579,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Comedy,313.0,1659,8.21,1,1 hr. 22 min.,Movie ,Jul 2000 , Jul 2000,116881,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Bungou Stray Dogs 3rd Season,Action,312.0,366,8.21,12,23 min. per ep.,TV ,Apr 2019 , Jun 2019,642562,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Horimiya,Comedy,314.0,115,8.21,13,23 min. per ep.,TV ,Jan 2021 , Apr 2021,1402718,8.43,191.0,16.0,331533.0,139,"Oct  18, 2011 to Mar  18, 2021",['Shounen'],GFantasy,"Hagiwara, Daisuke (Art), HERO (Story)",True,3
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Drama,311.0,1053,8.22,1,2 hr. 10 min.,Movie ,Oct 2012 , Oct 2012,201972,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Kono Sekai no Katasumi ni,Other,310.0,1190,8.22,1,2 hr. 48 min.,Movie ,Nov 2016 , Nov 2016,190762,8.11,558.0,2534.0,7776.0,48,"Jan  9, 2007 to Jan  20, 2009",['Seinen'],Manga Action,"Kouno, Fumiyo (Story & Art)",True,0
Yoru wa Mijikashi Arukeyo Otome,Comedy,327.0,1679,8.2,1,1 hr. 32 min.,Movie ,Apr 2017 , Apr 2017,128241,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
