PC1_loading,PC2_loading,Attribute
0.3344303047502067,-0.503373258196161,Anime_Score
-0.3271889974822725,0.5056804474076797,Anime_Rank
-0.3343806714178614,0.14675973606952017,Anime_Popularity
0.3789839057474269,-0.1595321661200058,Anime_Members
0.4145622123890177,0.31350961960462986,Manga_Score
-0.349529014456231,-0.4127963641638685,Manga_Rank
-0.3355778001849931,-0.4081107196434893,Manga_Popularity
0.3449922855560324,0.09311410497308881,Manga_Members
