PC1,PC2,Genres,Stream_type,Cluster
-1.6684881205003113,1.063043306173655,Action,OVA ,0
-1.4364476239001138,1.1223955233067782,Action,TV ,0
-3.6566091824723603,0.8247834566137682,Comedy,TV ,2
2.7462082872446194,1.899701607662246,Action,TV ,1
-2.6475240217434934,2.4153251852024766,Action,OVA ,0
-3.093682554966709,0.8393668054272649,Drama,TV ,0
-1.5807312353558811,0.997855775857894,Adventure,TV ,0
-0.5252786940451606,1.6004761089380573,Horror,TV ,0
0.6639486560101212,1.2928329000111403,Action,TV ,0
-0.5545259191123213,1.0552939048808234,Action,TV ,0
-0.6652978283436644,1.7721545195663635,Comedy,TV ,0
0.27658720610430876,1.8925229213078794,Comedy,TV ,0
-0.9058366670183069,0.7694587043194748,Comedy,TV ,0
-2.722544847423921,-0.5616746159666458,Drama,Movie ,2
0.09909632695275032,1.963370035971317,Action,TV ,0
-2.466073657364157,1.6810024780927058,Action,ONA ,0
0.2781239892044044,1.9612503967920056,Drama,TV ,0
1.2880550713648704,1.0324410998762186,Action,TV ,1
0.31304044604347947,1.5947807478745561,Comedy,TV ,0
-0.6735391378656842,1.2706895490652608,Comedy,TV ,0
-0.09309480140907775,1.3885283643278865,Action,TV ,0
-3.0457861310383336,-0.8376595679017043,Action,TV ,2
-4.062862032958591,-2.2676761586979737,Drama,TV ,2
-3.367765471500681,-1.4957657379703462,Comedy,TV ,2
0.2539627822309717,1.342847062747559,Drama,TV ,0
-5.124161939177037,-1.104752437040873,Adventure,TV ,2
-1.951156849853959,0.753251451786164,Adventure,TV ,0
0.261093248478209,1.808745015064183,Drama,TV ,0
-0.4925007791120747,1.3902494171299284,Comedy,TV ,0
0.08323365744107541,1.1460276096265718,Comedy,TV ,0
1.030604766036463,1.2878253269289088,Action,TV ,0
-0.2292026159956002,0.9975411854929609,Comedy,TV ,0
-0.7847361188174914,1.0758882783506636,Comedy,TV ,0
-1.314835549795489,1.394226951026182,Action,TV ,0
-0.6157363779784483,0.7117118015621906,Action,TV ,0
-2.1208872593984065,0.3955692171627065,Comedy,TV ,0
-1.2385872919736807,1.1764755486062994,Comedy,TV ,0
-1.0729130639917588,1.217270195130425,Comedy,TV ,0
-0.9379105703343663,0.8346332239907659,Comedy,TV ,0
-0.07654677089524442,0.5828142332561562,Action,TV ,0
0.712259113049294,1.176944759355527,Comedy,TV ,0
-0.4084988182659448,0.9393418524259015,Comedy,TV ,0
-1.0272675451552684,0.8690013204085686,Comedy,TV ,0
-0.8694032970544022,1.2310053242606815,Action,OVA ,0
-2.798797408592306,-1.5211023847811196,Action,TV ,2
-1.1858652164460466,0.9927744009414669,Action,Movie ,0
2.4760713842759685,0.6265144537811499,Action,TV ,1
0.926855830067462,1.178070655092021,Adventure,TV ,0
1.653097727202577,0.8759543629906279,Action,TV ,3
0.10600650446139259,1.203861624681308,Comedy,TV ,0
1.236408808225154,1.2578258516877758,Drama,TV ,3
-3.226281165084183,-0.8443100429151701,Action,TV ,2
0.1634972076967915,0.3736047784938353,Fantasy,TV ,0
-4.526248662923836,-1.1841633122694666,Comedy,TV ,2
-1.3583593577306938,1.4044911077153275,Drama,TV ,0
-1.3989256015956877,-0.5942764771433251,Drama,TV ,2
-0.8597560179893092,0.6654995241546555,Comedy,TV ,0
0.13295683206467893,1.2533171536599244,Fantasy,TV ,0
0.0017940729771875998,0.03550463717886049,Drama,TV ,0
0.6949591970646828,0.9099383298813051,Drama,TV ,0
1.345773460315362,1.0248572611371318,Comedy,TV ,3
-2.008975458679294,0.8123345177970074,Action,TV ,0
-0.7817260109900372,-0.38644687120665083,Action,OVA ,0
0.7472771778014241,0.8735929355611911,Action,TV ,0
0.38822014477085054,0.8234329255343371,Comedy,TV ,0
0.45424619160129737,0.2040155383188679,Action,TV ,0
1.3082775363068346,1.2277088166875842,Action,TV ,3
-2.883824113086209,-1.6887921047142072,Sci-Fi,ONA ,2
-0.9474776555013127,-0.32654084664783617,Comedy,Movie ,0
-0.4839245334008128,0.9082037540418754,Action,TV ,0
1.1601360294764667,1.1338467912426615,Action,TV ,3
-0.08248705003560403,0.6153310175588848,Action,TV ,0
-0.30582254340590637,0.12299114387701532,Drama,TV ,0
0.8410632250113885,0.8700755078288746,Comedy,TV ,3
-0.4596385366103611,0.7209408415761677,Comedy,TV ,0
-4.897457909808609,-3.0047045628324165,Action,OVA ,2
0.5203060259983373,1.0105624011391956,Comedy,TV ,0
0.8139263755229712,0.6627523904924526,Fantasy,TV ,3
1.672191256289126,0.25957026460506044,Action,TV ,3
1.7551039027343733,0.19435612702384159,Comedy,TV ,3
0.12520800772822424,0.7183656418246164,Comedy,TV ,0
1.2744720504812947,-0.00952267846737409,Drama,TV ,3
2.642158782312532,1.0416491081976602,Action,TV ,1
1.684372625889842,0.38259956050698035,Adventure,TV ,3
0.9588949876946228,0.21044023361558242,Action,TV ,3
1.2405933806189962,-0.12572622507978465,Action,TV ,3
0.0156389071715157,0.5782521696175034,Comedy,TV ,0
1.2375855402098745,0.3446614185296352,Action,TV ,3
-2.4340531065784425,-2.8204009549545885,Drama,Movie ,2
0.48322568701069424,0.5648256602323761,Mystery,TV ,3
-2.8004221491249344,-2.4115612870355756,Action,TV ,2
-3.690583452971815,-3.4674175323813743,Drama,TV ,2
0.5881960577632469,0.4780569541568704,Adventure,TV ,3
1.4789619573163575,0.6433052965681373,Action,Movie ,3
1.4731707715786082,0.4190108391159053,Comedy,TV ,3
0.8900464576212862,0.6919063549818237,Adventure,TV ,3
0.8475681557936942,0.44585446755870517,Drama,TV ,3
1.2627464200929865,0.38175737100071144,Comedy,TV ,3
-1.5116507703067519,-2.4954314535539623,Action,TV ,2
-0.6237709476795431,0.3599159185008506,Comedy,TV ,0
0.44200347258982486,0.3503431230469846,Comedy,TV ,3
2.3835288426449908,0.33284027709795405,Comedy,TV ,1
0.03926814404623584,-0.6783193678637501,Action,TV ,3
-1.9668122155507575,-2.247756580275993,Drama,Movie ,2
-0.7780377184375877,-1.9693290471264895,Action,TV ,2
1.3440118957792375,0.3774912172783397,Action,TV ,3
2.338664475637748,0.007934651380053215,Drama,TV ,3
-1.6376645411232529,-2.5046013329205628,Action,TV ,2
0.46277453338264596,0.07943977462799644,Drama,TV ,3
-1.77257939273917,-2.648122114368106,Adventure,Movie ,2
1.5315601925619302,0.3880176604870381,Adventure,TV ,3
0.9476915002985733,-0.9122730428557887,Comedy,TV ,3
0.4022855959949239,0.3476627862675419,Boys Love,TV ,3
0.47312669804922614,-0.1308660174264402,Mystery,TV ,3
-1.3653282562709257,-2.1232029423899395,Adventure,Movie ,2
0.9105652926668412,0.0013461281381437567,Drama,TV ,3
0.5724983073595681,-0.730171511342713,Comedy,TV ,3
0.12324971811465389,-1.306328634217476,Drama,Movie ,3
-0.008398728260058734,0.04818407729173028,Drama,TV ,3
1.2775900612219246,-0.7730468254407113,Drama,TV ,3
1.6746903874902768,-0.3449553706766071,Mystery,TV ,3
0.8478545371915056,-0.33115256766345563,Action,TV ,3
1.259115809428341,0.07707451898462866,Drama,TV ,3
0.6853670032643878,-0.03563265172334883,Comedy,TV ,3
1.4906609981038057,-0.40410877420074903,Adventure,TV ,3
1.7872561908650346,0.03420182262941467,Drama,TV ,3
1.3821220413123012,-0.7316285921631752,Romance,TV ,3
2.3276163101142093,0.14755312556623634,Action,TV ,3
1.3712601229344765,-0.39150097230769537,Action,TV ,3
-2.068298940252203,-3.248029049828286,Drama,TV ,2
1.4882746224623529,-0.29403827206225225,Action,ONA ,3
2.1452503914332923,-0.11128412429308727,Drama,TV ,3
0.4652823432756497,-0.08088350839955243,Drama,TV ,3
1.223369346114626,-0.6682922160716976,Action,TV ,3
-1.0175440871239183,-2.3776004594690034,Drama,Movie ,2
-0.02352064588817869,-1.6424875734047504,Action,TV ,3
2.7034154273317115,-0.6913903064403608,Action,TV ,3
0.25473579951272507,-1.1686123890922357,Drama,Movie ,3
0.6398127571045974,-0.599191047079409,Action,ONA ,3
2.101471814052181,-0.545342698794905,Action,TV ,3
1.2036027170718564,-0.4766674223856577,Drama,TV ,3
2.1447741213534544,-0.2428132519246977,Drama,TV ,3
1.2008858288059374,-0.16428192210709575,Comedy,TV ,3
1.815687514535343,-0.5368019326519704,Action,TV ,3
0.054774049569717896,-2.388597697272198,Action,TV ,3
0.9280290886757171,-1.3572695268255122,Drama,TV ,3
5.613977862294374,-0.7658876020014197,Action,TV ,1
4.038609981026244,-1.1226310198892975,Action,TV ,1
1.633133915061612,-0.9838094802195729,Drama,Movie ,3
-1.4839856646588807,-3.7189563805769006,Comedy,TV ,2
1.4925301428241184,-1.029949765526824,Fantasy,Movie ,3
4.954657360910575,-1.096727253336616,Supernatural,TV ,1
1.7811163963498318,-1.0680123968292499,Action,TV ,3
1.4876558839230765,-1.802573485745803,Action,TV ,3
5.383580469364322,-0.22539622139346413,Action,TV ,1
2.4964120385971045,-1.1812316211343843,Drama,TV ,3
2.2530986488078084,-0.778224821639709,Adventure,TV ,3
2.9217410599494875,-0.8224459300367888,Adventure,TV ,3
0.7375536013854176,-1.6535064816063758,Adventure,TV ,3
2.9193836574032352,-1.2172705831531567,Drama,TV ,3
2.1925863450901724,-0.94487267067309,Comedy,TV ,3
3.2966482159683195,-1.8858508581177331,Drama,Movie ,3
-0.024518622356026788,-3.9844058982252424,Action,TV ,2
3.59044655820739,-0.7121841340633354,Drama,TV ,3
3.7548700174188356,-1.6301079642217011,Action,TV ,1
3.2101347035287198,-2.339879443327157,Drama,TV ,3
